OBJECTID,plz,ags,ort,landkreis,bundesland,einwohner,note,SHAPE_Length,SHAPE_Area
3602,21710,03359015,Engelschoff,Landkreis Stade,Niedersachsen,786,21710 Engelschoff,44200.5062044643,56122067.1771673
3603,97896,09676117,Collenberg,Landkreis Miltenberg,Bayern,4236,"97896 Freudenberg, Collenberg",84777.6651176168,111882007.338555
3604,72649,08116073,Wolfschlugen,Landkreis Esslingen,Baden-Württemberg,6180,72649 Wolfschlugen,24388.5299103843,16326563.2711878
3605,74196,08125069,Neuenstadt am Kocher,Landkreis Heilbronn,Baden-Württemberg,9584,74196 Neuenstadt am Kocher,61502.3018983561,96449820.4501925
3606,34305,06634018,Niedenstein,Schwalm-Eder-Kreis,Hessen,5263,34305 Niedenstein,51479.1544509361,77793268.5089404
3607,31698,03257020,Lindhorst,Landkreis Schaumburg,Niedersachsen,4474,31698 Lindhorst,29093.7599061332,20440294.8020917
3608,34379,06633005,Calden,Landkreis Kassel,Hessen,7541,34379 Calden,88454.8172905919,141064705.344058
3609,34590,06634025,Wabern,Schwalm-Eder-Kreis,Hessen,7367,34590 Wabern,71992.9796859912,129902555.58104
3610,63875,09671141,Mespelbrunn,Landkreis Aschaffenburg,Bayern,2208,63875 Mespelbrunn,29735.5085657363,38518421.0972548
3611,21737,03359040,Wischhafen,Landkreis Stade,Niedersachsen,3079,21737 Wischhafen,46583.8913439679,77099841.6384988
3612,31558,03257010,Hagenburg,Landkreis Schaumburg,Niedersachsen,4527,31558 Hagenburg,49845.4582579069,42920062.250619
3613,27308,03361005,Kirchlinteln,Landkreis Verden,Niedersachsen,10213,27308 Kirchlinteln,145652.76121287,479674697.04667
3614,72516,08437101,Scheer,Landkreis Sigmaringen,Baden-Württemberg,2514,72516 Scheer,50202.519092907,41993081.373474
3615,27356,03357039,Rotenburg,Landkreis Rotenburg (Wümme),Niedersachsen,21131,27356 Rotenburg,117214.988570509,274249021.304749
3616,31636,03256020,Linsburg,Landkreis Nienburg/Weser,Niedersachsen,921,31636 Linsburg,40905.9909129896,61231995.5418446
3617,63857,09671156,Waldaschaff,Landkreis Aschaffenburg,Bayern,3953,"63857 Waldaschaff, Waldaschaffer Forst",45242.2169217562,68431477.2455922
3618,74232,08125001,Abstatt,Landkreis Heilbronn,Baden-Württemberg,4421,74232 Abstatt,29530.0598035548,20619693.4223931
3619,31515,03241021,Wunstorf,Region Hannover,Niedersachsen,40666,31515 Wunstorf,131706.100503622,337983694.060758
3620,25576,01061018,Brokdorf,Kreis Steinburg,Schleswig-Holstein,1014,25576 Brokdorf,30078.9654899822,39186138.3398953
3621,25554,01061008,Bekdorf,Kreis Steinburg,Schleswig-Holstein,7273,25554 Wilster,97898.879581885,238780695.858057
3622,71729,08118014,Erdmannhausen,Landkreis Ludwigsburg,Baden-Württemberg,4749,71729 Erdmannhausen,20524.9660991065,18160431.9833208
3623,34626,06634017,Neukirchen,Schwalm-Eder-Kreis,Hessen,7265,34626 Neukirchen (KnÃ¼ll),89944.9312179887,166408867.377524
3624,71334,08119079,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg,19152,71334 Waiblingen,42404.8236933282,29841818.5968701
3625,73734,08116019,Esslingen am Neckar,Landkreis Esslingen,Baden-Württemberg,18538,73734 Esslingen am Neckar,26278.1967762195,18172201.8158996
3626,72793,08415059,Pfullingen,Landkreis Reutlingen,Baden-Württemberg,17665,72793 Pfullingen,9617.78945230514,2885377.26134601
3627,88356,08437086,Ostrach,Landkreis Sigmaringen,Baden-Württemberg,6762,88356 Ostrach,114228.169770924,243665778.911091
3628,72531,08415090,Hohenstein,Landkreis Reutlingen,Baden-Württemberg,3719,72531 Hohenstein,81357.006874874,139513307.861208
3629,72622,08116049,Nürtingen,Landkreis Esslingen,Baden-Württemberg,39264,72622 NÃ¼rtingen,73497.193493163,107009290.374132
3630,72663,08116022,Großbettlingen,Landkreis Esslingen,Baden-Württemberg,4189,72663 GroÃŸbettlingen,3830.04116426453,476528.542670255
3631,24896,01054004,Ahrenviölfeld,Kreis Nordfriesland,Schleswig-Holstein,1506,"24896 Treia, AhrenviÃ¶lfeld",48133.6347396737,65104465.5270972
3632,73728,08116019,Esslingen am Neckar,Landkreis Esslingen,Baden-Württemberg,16412,73728 Esslingen am Neckar,21122.3135501378,7431230.20927547
3633,31634,03256029,Steimbke,Landkreis Nienburg/Weser,Niedersachsen,2549,31634 Steimbke,90365.78475658,172216514.993788
3634,31699,03257007,Beckedorf,Landkreis Schaumburg,Niedersachsen,1484,31699 Beckedorf,29415.1237187951,25955538.9412574
3635,34317,06633011,Habichtswald,Landkreis Kassel,Hessen,5118,34317 Habichtswald,48007.7231955961,72102105.7221632
3636,25584,01061011,Besdorf,Kreis Steinburg,Schleswig-Holstein,675,25584 Holstenniendorf,38898.5068047846,56431947.5436961
3637,36341,06535011,Lauterbach,Vogelsbergkreis,Hessen,13289,36341 Lauterbach,79915.9370296393,251315218.826513
3638,25594,01061078,Nutteln,Kreis Steinburg,Schleswig-Holstein,1688,25594 Vaale,54849.7760533584,82526571.4168672
3639,71332,08119079,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg,17608,71332 Waiblingen,23368.5080976044,18348726.1914477
3640,71717,08125008,Beilstein,Landkreis Heilbronn,Baden-Württemberg,6006,71717 Beilstein,40725.9806088157,51102488.6734643
3641,63936,09676156,Schneeberg,Landkreis Miltenberg,Bayern,1798,63936 Schneeberg,3584.23816672373,523589.859264634
3642,72661,08415029,Grafenberg,Landkreis Reutlingen,Baden-Württemberg,2621,72661 Grafenberg,15892.7236911661,7983748.82802848
3643,63874,09671160,Dammbach,Landkreis Aschaffenburg,Bayern,1819,63874 Dammbach,47664.8150594711,79084842.3664097
3644,74219,08125063,Möckmühl,Landkreis Heilbronn,Baden-Württemberg,7783,74219 MÃ¶ckmÃ¼hl,64875.8049666761,116516339.192465
3645,73770,08116015,Denkendorf,Landkreis Esslingen,Baden-Württemberg,10329,73770 Denkendorf,34260.7544913318,29932980.5215374
3646,72663,08116022,Großbettlingen,Landkreis Esslingen,Baden-Württemberg,4189,72663 GroÃŸbettlingen,18956.7960940483,9193653.43662576
3647,88719,08435054,Stetten,Bodenseekreis,Baden-Württemberg,989,88719 Stetten,16509.2816422472,9475925.21184726
3648,31860,03252005,Emmerthal,Landkreis Hameln-Pyrmont,Niedersachsen,10220,31860 Emmerthal,121806.971788453,299368865.935346
3649,97903,09676117,Collenberg,Landkreis Miltenberg,Bayern,2049,97903 Collenberg,28505.171625943,36968008.9724727
3650,63619,06435001,Bad Orb,Main-Kinzig-Kreis,Hessen,9203,63619 Bad Orb,53577.0561163299,116458662.778114
3651,71720,08118060,Oberstenfeld,Landkreis Ludwigsburg,Baden-Württemberg,7847,71720 Oberstenfeld,45512.1265896317,59502118.4181667
3652,25596,01061013,Bokelrehm,Kreis Steinburg,Schleswig-Holstein,2608,25596 Wacken,55799.7143700465,78104466.7278556
3653,74246,08125021,Eberstadt,Landkreis Heilbronn,Baden-Württemberg,3125,74246 Eberstadt,28039.5891198035,29265732.2261903
3654,72813,08415093,St. Johann,Landkreis Reutlingen,Baden-Württemberg,5153,72813 St. Johann,73362.3086176941,140200877.506974
3655,73732,08116019,Esslingen am Neckar,Landkreis Esslingen,Baden-Württemberg,18269,73732 Esslingen am Neckar,27435.1293652463,22630227.7439708
3656,71336,08119079,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg,14773,71336 Waiblingen,45714.2316246496,40544081.438859
3657,88512,08437076,Mengen,Landkreis Sigmaringen,Baden-Württemberg,9881,88512 Mengen,3821.59579346174,682253.187748426
3658,24869,01059020,Dörpstedt,Kreis Schleswig-Flensburg,Schleswig-Holstein,552,24869 DÃ¶rpstedt,34331.7888570129,49180410.0732104
3659,71672,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,15253,71672 Marbach am Neckar,10339.0427399587,4085876.9184439
3660,74251,08125057,Lehrensteinsfeld,Landkreis Heilbronn,Baden-Württemberg,2212,74251 Lehrensteinsfeld,19674.3380698665,14504459.610868
3661,71672,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,15253,71672 Marbach am Neckar,30936.0728117454,21311269.9674439
3662,63928,09676119,Eichenbühl,Landkreis Miltenberg,Bayern,2603,63928 EichenbÃ¼hl,82403.613005543,68222749.7401161
3663,34281,06634007,Gudensberg,Schwalm-Eder-Kreis,Hessen,9183,34281 Gudensberg,81943.7113679863,118439305.82258
3664,63869,09671126,Heigenbrücken,Landkreis Aschaffenburg,Bayern,2208,63869 HeigenbrÃ¼cken,42724.5153594417,20391467.0706148
3665,71394,08119093,Kernen im Remstal,Rems-Murr-Kreis,Baden-Württemberg,14753,71394 Kernen im Remstal,30717.6918870102,34633883.7431962
3666,88709,08435018,Hagnau am Bodensee,Bodenseekreis,Baden-Württemberg,6819,88709 Meersburg,12711.1309330818,6448960.91101986
3667,25557,01058013,Beldorf,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,5905,"25557 Hanerau-Hademarschen, Seefeld u.a.",107895.441434214,289650033.449077
3668,88697,08435005,Bermatingen,Bodenseekreis,Baden-Württemberg,3827,88697 Bermatingen,38450.975446077,34149933.3984037
3669,74248,08125024,Ellhofen,Landkreis Heilbronn,Baden-Württemberg,3360,74248 Ellhofen,22642.0551612009,12734241.1874487
3670,71737,08119038,Kirchberg an der Murr,Rems-Murr-Kreis,Baden-Württemberg,3586,71737 Kirchberg,31666.7963949144,30327309.3073657
3671,71563,08118001,Affalterbach,Landkreis Ludwigsburg,Baden-Württemberg,4483,71563 Affalterbach,31458.9660234767,23484401.4356853
3672,37647,03255005,Brevörde,Landkreis Holzminden,Niedersachsen,2362,"37647 BrevÃ¶rde, Polle, Vahlbruch",68524.6583578458,128300513.781812
3673,31867,03257017,Hülsede,Landkreis Schaumburg,Niedersachsen,6860,"31867 Pohle, Lauenau, Messenkamp, HÃ¼lsede etc",65479.8006765949,123073273.303999
3674,72669,08116068,Unterensingen,Landkreis Esslingen,Baden-Württemberg,4534,72669 Unterensingen,25130.1862134791,17274868.8801295
3675,74255,08125084,Roigheim,Landkreis Heilbronn,Baden-Württemberg,1372,74255 Roigheim,26483.6605475749,32986612.4602688
3676,88677,08435034,Markdorf,Bodenseekreis,Baden-Württemberg,12767,88677 Markdorf,79131.2988017151,90348360.7916653
3677,63831,09671162,Wiesen,Landkreis Aschaffenburg,Bayern,1059,"63831 Wiesen, Wiesener Forst",35891.4127439041,62830090.5900487
3678,72664,08116036,Kohlberg,Landkreis Esslingen,Baden-Württemberg,2283,72664 Kohlberg,15038.3638638486,9758261.42892598
3679,24799,01058036,Christiansholm,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,1598,"24799 Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.",70637.6791463207,132441925.500053
3680,63871,09671128,Heinrichsthal,Landkreis Aschaffenburg,Bayern,862,63871 Heinrichsthal,24762.1715697258,19061953.5690806
3681,24876,01059039,Hollingstedt,Kreis Schleswig-Flensburg,Schleswig-Holstein,1051,24876 Hollingstedt,35601.4229518155,52344665.1597067
3682,24963,01059131,Jerrishoe,Kreis Schleswig-Flensburg,Schleswig-Holstein,6159,24963 Tarp,50651.26646161,95653199.3875024
3683,72639,08116046,Neuffen,Landkreis Esslingen,Baden-Württemberg,6086,72639 Neuffen,45522.0713762918,40038019.3118338
3684,34633,06634020,Ottrau,Schwalm-Eder-Kreis,Hessen,2302,34633 Ottrau,72884.4796238727,121224485.035894
3685,73257,08116035,Köngen,Landkreis Esslingen,Baden-Württemberg,9424,73257 KÃ¶ngen,31473.6292651041,28558922.1661198
3686,24887,01059079,Silberstedt,Kreis Schleswig-Flensburg,Schleswig-Holstein,2182,"24887 Silberstedt, Schwittschau",89678.7234036929,112595931.913863
3687,31542,03257006,Bad Nenndorf,Landkreis Schaumburg,Niedersachsen,10102,31542 Bad Nenndorf,81266.9381306553,62282339.8491591
3688,73730,08116019,Esslingen am Neckar,Landkreis Esslingen,Baden-Württemberg,18366,73730 Esslingen am Neckar,50936.543890372,38754872.3325365
3689,88636,08437056,Illmensee,Landkreis Sigmaringen,Baden-Württemberg,1992,88636 Illmensee,53946.2156948243,55358903.788803
3690,27336,03358009,Frankenfeld,Landkreis Heidekreis,Niedersachsen,3734,"27336 Rethem (Aller), HÃ¤uslingen, Frankenfeld",112231.33103832,196387362.775025
3691,72636,08116020,Frickenhausen,Landkreis Esslingen,Baden-Württemberg,8580,72636 Frickenhausen,35104.5936462811,25956951.2504279
3692,72581,08415014,Dettingen an der Erms,Landkreis Reutlingen,Baden-Württemberg,9135,72581 Dettingen an der Erms,34004.3429238436,35960542.5699254
3693,34369,06633013,Hofgeismar,Landkreis Kassel,Hessen,15183,34369 Hofgeismar,178873.708673123,566828867.488077
3694,34388,06633025,Trendelburg,Landkreis Kassel,Hessen,5228,34388 Trendelburg,123347.578444717,307514517.833627
3695,31789,03252006,Hameln,Landkreis Hameln-Pyrmont,Niedersachsen,21098,31789 Hameln,86151.2733004225,105759051.836092
3696,27386,03357006,Bothel,Landkreis Rotenburg (Wümme),Niedersachsen,8301,"27386 Bothel, Kirchwalsede u.a.",131288.858571221,411090870.461904
3697,27356,03357039,Rotenburg,Landkreis Rotenburg (Wümme),Niedersachsen,21131,27356 Rotenburg,3215.02925234162,506964.767616686
3698,71409,08119068,Schwaikheim,Rems-Murr-Kreis,Baden-Württemberg,9290,71409 Schwaikheim,22404.7131160485,21210921.1882648
3699,31559,03257011,Haste,Landkreis Schaumburg,Niedersachsen,4821,"31559 Haste, Hohnhorst",50314.6725549447,62114832.3481817
3700,31848,03252002,Bad Münder am Deister,Landkreis Hameln-Pyrmont,Niedersachsen,17696,31848 Bad MÃ¼nder am Deister,108258.334667917,286833990.148549
3701,71546,08119087,Aspach,Rems-Murr-Kreis,Baden-Württemberg,8013,71546 Aspach,53817.0400246144,81704509.9053839
3702,24863,01059009,Börm,Kreis Schleswig-Flensburg,Schleswig-Holstein,785,24863 BÃ¶rm,43319.4828600507,71241738.6068498
3703,34295,06634002,Edermünde,Schwalm-Eder-Kreis,Hessen,7265,34295 EdermÃ¼nde,60023.5091659696,65571426.5062395
3704,34225,06633003,Baunatal,Landkreis Kassel,Hessen,27389,34225 Baunatal,63331.5476876105,97704754.9544984
3705,34576,06634009,Homberg,Schwalm-Eder-Kreis,Hessen,13972,34576 Homberg,117322.424496291,252544773.122995
3706,74740,08225001,Adelsheim,Neckar-Odenwald-Kreis,Baden-Württemberg,4931,74740 Adelsheim,53859.8705194599,103357287.241754
3707,21714,03359022,Hammah,Landkreis Stade,Niedersachsen,2846,21714 Hammah,49535.3562177867,83395134.084074
3708,21717,03359011,Deinste,Landkreis Stade,Niedersachsen,7908,21717 Fredenbeck,74593.6082582293,214956226.675792
3709,88090,08435024,Immenstaad am Bodensee,Bodenseekreis,Baden-Württemberg,6106,88090 Immenstaad am Bodensee,29887.3654823451,20336409.2724811
3710,72532,08415027,Gomadingen,Landkreis Reutlingen,Baden-Württemberg,2258,72532 Gomadingen,67433.0666251559,103820320.334741
3711,34393,06633010,Grebenstein,Landkreis Kassel,Hessen,5950,34393 Grebenstein,87754.2929631489,128488871.601123
3712,63628,06435002,Bad Soden-Salmünster,Main-Kinzig-Kreis,Hessen,13446,63628 Bad Soden-SalmÃ¼nster,106524.318073342,261101987.514674
3713,72539,08415058,Pfronstetten,Landkreis Reutlingen,Baden-Württemberg,1533,72539 Pfronstetten,64107.1001510801,122020669.683279
3714,74182,08125110,Obersulm,Landkreis Heilbronn,Baden-Württemberg,13377,74182 Obersulm,57199.1338225243,72703632.2770702
3715,88367,08437053,Hohentengen,Landkreis Sigmaringen,Baden-Württemberg,4139,88367 Hohentengen,54636.8141671917,81803239.6280858
3716,25786,01051019,Dellstedt,Kreis Dithmarschen,Schleswig-Holstein,786,25786 Dellstedt,43553.7301434791,63870225.6468454
3717,88693,08435067,Deggenhausertal,Bodenseekreis,Baden-Württemberg,4113,88693 Deggenhausertal,83614.766372022,137574957.124406
3718,36399,06535004,Freiensteinau,Vogelsbergkreis,Hessen,3248,36399 Freiensteinau,79421.0249782683,162060590.276592
3719,71384,08119091,Weinstadt,Rems-Murr-Kreis,Baden-Württemberg,26010,71384 Weinstadt,59299.8425300289,73057229.2859582
3720,74245,08125059,Löwenstein,Landkreis Heilbronn,Baden-Württemberg,3120,74245 LÃ¶wenstein,49018.4564334155,51115605.2723824
3721,97833,09677129,Frammersbach,Landkreis Main-Spessart,Bayern,4577,97833 Frammersbach,106785.857331142,145704751.440773
3722,63879,09671157,Weibersbrunn,Landkreis Aschaffenburg,Bayern,1970,"63879 Weibersbrunn, Rohrbrunner Forst",60295.2567415362,103558157.91787
3723,21698,03359005,Bargstedt,Landkreis Stade,Niedersachsen,15016,21698 Harsefeld,119192.147025876,291195972.059198
3724,74706,08225075,Osterburken,Neckar-Odenwald-Kreis,Baden-Württemberg,6378,74706 Osterburken,62550.4498390692,111912833.111298
3725,31868,03255031,Ottenstein,Landkreis Holzminden,Niedersachsen,1195,31868 Ottenstein,46863.757059684,86324207.9000136
3726,97904,09676118,Dorfprozelten,Landkreis Miltenberg,Bayern,1814,97904 Dorfprozelten,28510.8763178603,27178404.5253691
3727,24955,01059120,Harrislee,Kreis Schleswig-Flensburg,Schleswig-Holstein,10914,24955 Harrislee,40348.9827914411,55145453.7977301
3728,71404,08119041,Korb,Rems-Murr-Kreis,Baden-Württemberg,9858,71404 Korb,33440.8456658791,27741312.3643515
3729,74626,08126011,Bretzfeld,Hohenlohekreis,Baden-Württemberg,12032,74626 Bretzfeld,114074.068250003,151079773.412137
3730,71397,08119042,Leutenbach,Rems-Murr-Kreis,Baden-Württemberg,10705,71397 Leutenbach,35787.1313567805,33249774.4247282
3731,31785,03252006,Hameln,Landkreis Hameln-Pyrmont,Niedersachsen,18305,31785 Hameln,26447.6324867914,13867134.8906745
3732,73773,08116076,Aichwald,Landkreis Esslingen,Baden-Württemberg,7451,73773 Aichwald,31211.0942370414,33694054.0543778
3733,72574,08415078,Bad Urach,Landkreis Reutlingen,Baden-Württemberg,11758,72574 Bad Urach,96054.8722876933,126043975.965938
3734,63860,09671148,Rothenbuch,Landkreis Aschaffenburg,Bayern,1704,"63860 Rothenbuch, Rothenbucher Forst",50225.0732833219,97472729.1403888
3735,25599,01061110,Wewelsfleth,Kreis Steinburg,Schleswig-Holstein,1508,25599 Wewelsfleth,42466.7849984075,50133287.0222893
3736,74239,08125111,Hardthausen am Kocher,Landkreis Heilbronn,Baden-Württemberg,3955,74239 Hardthausen am Kocher,47499.1446676667,83394271.4286263
3737,88499,08426008,Altheim,Landkreis Biberach,Baden-Württemberg,12466,88499 Riedlingen,148075.867204285,210051800.450602
3738,34131,06611000,Kassel,,Hessen,13192,34131 Kassel,34424.4192603043,42164403.3803531
3739,34292,06633001,Ahnatal,Landkreis Kassel,Hessen,8028,34292 Ahnatal,37569.733600834,45830902.4627995
3740,71576,08119018,Burgstetten,Rems-Murr-Kreis,Baden-Württemberg,3419,71576 Burgstetten,29679.6002064609,23770321.8170439
3741,74243,08125113,Langenbrettach,Landkreis Heilbronn,Baden-Württemberg,3660,74243 Langenbrettach,41858.9423112443,56182917.4023849
3742,36323,06535006,Grebenau,Vogelsbergkreis,Hessen,2548,36323 Grebenau,59488.0168122666,137863101.79595
3743,72644,08116050,Oberboihingen,Landkreis Esslingen,Baden-Württemberg,5326,72644 Oberboihingen,18634.5296616291,14540114.5674875
3744,97901,09676111,Altenbuch,Landkreis Miltenberg,Bayern,1295,97901 Altenbuch,63067.9765905692,90496619.867365
3745,24855,01059010,Bollingstedt,Kreis Schleswig-Flensburg,Schleswig-Holstein,4126,"24855 Bollingstedt, JÃ¼bek",62694.1984403555,126017762.569342
3746,63930,09676143,Neunkirchen,Landkreis Miltenberg,Bayern,1552,63930 Neunkirchen,30644.4526105427,39737945.5262921
3747,97909,09676158,Stadtprozelten,Landkreis Miltenberg,Bayern,1560,97909 Stadtprozelten,29481.4070421228,26029267.7790215
3748,37649,03255019,Heinsen,Landkreis Holzminden,Niedersachsen,852,37649 Heinsen,34118.3902086658,48936968.7305001
3749,73240,08116071,Wendlingen am Neckar,Landkreis Esslingen,Baden-Württemberg,15649,73240 Wendlingen am Neckar,32095.2381468587,27751627.7140217
3750,21702,03359002,Ahlerstedt,Landkreis Stade,Niedersachsen,5053,21702 Ahlerstedt,72458.6983516994,174810737.577736
3751,24870,01059023,Ellingstedt,Kreis Schleswig-Flensburg,Schleswig-Holstein,810,24870 Ellingstedt,40617.449761367,63030951.4103237
3752,24941,01001000,Flensburg,,Schleswig-Holstein,10038,24941 Flensburg,42026.452596476,54575658.1146532
3753,25799,01051136,Wrohm,Kreis Dithmarschen,Schleswig-Holstein,692,25799 Wrohm,29021.4697614326,36133226.8413293
3754,73779,08116014,Deizisau,Landkreis Esslingen,Baden-Württemberg,6437,73779 Deizisau,17749.0428862026,11896724.7645449
3755,27383,03357041,Scheeßel,Landkreis Rotenburg (Wümme),Niedersachsen,13095,27383 ScheeÃŸel,113240.155323228,416904057.90106
3756,73776,08116004,Altbach,Landkreis Esslingen,Baden-Württemberg,5774,73776 Altbach,15926.2455365659,7664645.49493638
3757,71364,08119085,Winnenden,Rems-Murr-Kreis,Baden-Württemberg,27002,71364 Winnenden,50743.0105401559,65190415.95254
